Panel Name,Panel ID,Version Number,Gene Name,Gene Status,Date Recorded,MOI
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,AP1S1,Green,2017-11-01 14:05:06,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,AP3B1,Green,2017-11-01 14:05:06,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,EPG5,Green,2017-11-01 14:05:06,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,LAMP2,Green,2017-11-01 14:05:06,xlinked_monoallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,LYST,Green,2017-11-01 14:05:06,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,MLPH,Green,2017-11-01 14:05:06,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,MYO5A,Green,2017-11-01 14:05:06,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,RAB27A,Green,2017-11-01 14:05:06,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,SIL1,Green,2017-11-01 14:05:06,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,SNAP29,Green,2017-11-01 14:05:06,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,VPS13B,Green,2017-11-01 14:05:06,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,CTDP1,Amber,2017-11-01 14:05:06,biallelic
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,AIP,Green,2017-11-01 14:05:06,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,CDC73,Green,2017-11-01 14:05:06,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,CDKN1B,Green,2017-11-01 14:05:06,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,MAX,Green,2017-11-01 14:05:06,monoallelic_not_imprinted
