Panel Name,Panel ID,Version Number,Gene Name,Gene Status,Date Recorded,MOI
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,CD19,Green,2018-02-01 08:30:07,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,BLNK,Green,2018-02-01 08:30:07,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,CTLA4,Green,2018-02-01 08:30:07,monoallelic_not_imprinted
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,IKZF1,Green,2018-02-01 08:30:07,monoallelic_not_imprinted
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,PIK3CD,Green,2018-02-01 08:30:07,monoallelic_not_imprinted
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,DNMT3B,Green,2018-02-01 08:30:07,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,PIK3R1,Green,2018-02-01 08:30:07,monoallelic_and_more_severe_biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,TCN2,Green,2018-02-01 08:30:07,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,BTK,Green,2018-02-01 08:30:07,xlinked_monoallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,AICDA,Green,2018-02-01 08:30:07,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,EXTL3,Green,2018-02-01 08:30:07,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,IGHM,Green,2018-02-01 08:30:07,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,PLCG2,Amber,2018-02-01 08:30:07,monoallelic_not_imprinted
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,TNFRSF13B,Amber,2018-02-01 08:30:07,monoallelic_and_biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,UNG,Amber,2018-02-01 08:30:07,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,NFKB2,Amber,2018-02-01 08:30:07,monoallelic_not_imprinted
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,TCF3,Amber,2018-02-01 08:30:07,monoallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,MYD88,Amber,2018-02-01 08:30:07,monoallelic_and_biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,TTC37,Amber,2018-02-01 08:30:07,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,LAT,Amber,2018-02-01 08:30:07,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,GAD1,Red,2018-02-01 08:30:07,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,CD79A,Red,2018-02-01 08:30:07,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,CR2,Red,2018-02-01 08:30:07,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,CD79B,Red,2018-02-01 08:30:07,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,ELF4,Red,2018-02-01 08:30:07,unknown
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,IGLL1,Red,2018-02-01 08:30:07,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,ICOS,Red,2018-02-01 08:30:07,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.25,LRRC8A,Red,2018-02-01 08:30:07,monoallelic_not_imprinted
Adult solid tumours for rare disease,391,0.4,MLH1,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,BMPR1A,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,BRIP1,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,APC,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,POLE,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,SDHD,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,POLD1,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,SMARCB1,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,CHEK2,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,RB1,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,NF1,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,TP53,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,MUTYH,Green,2018-02-01 08:30:07,biallelic
Adult solid tumours for rare disease,391,0.4,RET,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,PMS2,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,DICER1,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,CDKN2A,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,NTHL1,Green,2018-02-01 08:30:07,biallelic
Adult solid tumours for rare disease,391,0.4,PTCH1,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,SDHAF2,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,MAX,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,SMARCA4,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,SDHB,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,PALB2,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,CDK4,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,STK11,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,MET,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,FLCN,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,MSH6,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,RAD51D,Green,2018-02-01 08:30:07,monoallelic_not_imprinted
Adult solid tumours for rare disease,391,0.4,RAD51C,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,SMAD4,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,BRCA1,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,SUFU,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,VHL,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,EPCAM,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,KIT,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,CDH1,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,TMEM127,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,PTEN,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,WT1,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,MSH2,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,ATM,Green,2018-02-01 08:30:07,monoallelic_and_biallelic
Adult solid tumours for rare disease,391,0.4,TSC1,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,FH,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,SDHC,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,NF2,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,SDHA,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,CDKN1B,Green,2018-02-01 08:30:07,monoallelic_not_imprinted
Adult solid tumours for rare disease,391,0.4,CDC73,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,BRCA2,Green,2018-02-01 08:30:07,monoallelic
Adult solid tumours for rare disease,391,0.4,BAP1,Green,2018-02-01 08:30:07,monoallelic
