Panel Name,Panel ID,Version Number,Gene Name,Gene Status,Date Recorded,MOI
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,AP1S1,Green,2017-08-15 14:25:29,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,AP3B1,Green,2017-08-15 14:25:29,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,EPG5,Green,2017-08-15 14:25:29,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,LAMP2,Green,2017-08-15 14:25:29,xlinked_monoallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,LYST,Green,2017-08-15 14:25:29,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,MLPH,Green,2017-08-15 14:25:29,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,MYO5A,Green,2017-08-15 14:25:29,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,RAB27A,Green,2017-08-15 14:25:29,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,SIL1,Green,2017-08-15 14:25:29,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,SNAP29,Green,2017-08-15 14:25:29,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,VPS13B,Green,2017-08-15 14:25:29,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,CTDP1,Amber,2017-08-15 14:25:29,biallelic
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,AIP,Green,2017-08-15 14:25:29,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,CDC73,Green,2017-08-15 14:25:29,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,CDKN1B,Green,2017-08-15 14:25:29,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,MAX,Green,2017-08-15 14:25:29,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,MEN1,Green,2017-08-15 14:25:29,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,PRKAR1A,Green,2017-08-15 14:25:29,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,RET,Green,2017-08-15 14:25:29,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,SDHAF2,Green,2017-08-15 14:25:29,monoallelic
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,SDHB,Green,2017-08-15 14:25:29,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,SDHC,Green,2017-08-15 14:25:29,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,SDHD,Green,2017-08-15 14:25:29,monoallelic_maternally_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,TMEM127,Green,2017-08-15 14:25:29,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,TP53,Green,2017-08-15 14:25:29,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,VHL,Green,2017-08-15 14:25:29,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,NTRK1,Red,2017-08-15 14:25:29,monoallelic
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,PTEN,Red,2017-08-15 14:25:29,monoallelic_not_imprinted
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,ACTA1,Green,2017-08-15 14:25:29,monoallelic_and_biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,BIN1,Green,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,CACNA1S,Green,2017-08-15 14:25:29,monoallelic_and_biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,CFL2,Green,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,COL12A1,Green,2017-08-15 14:25:29,monoallelic_and_biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,COL6A1,Green,2017-08-15 14:25:29,monoallelic_and_biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,COL6A2,Green,2017-08-15 14:25:29,monoallelic_and_biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,COL6A3,Green,2017-08-15 14:25:29,monoallelic_and_biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,DNM2,Green,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,EPG5,Green,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,FKBP14,Green,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,KBTBD13,Green,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,KLHL40,Green,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,KLHL41,Green,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,LMNA,Green,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,LMOD3,Green,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,MAP3K20*,Green,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,MEGF10,Green,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,MICU1,Green,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,MTM1,Green,2017-08-15 14:25:29,xlinked_biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,MYH2,Green,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,MYH3,Green,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,MYH7,Green,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,MYH8,Green,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,MYO18B,Green,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,NEB,Green,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,ORAI1,Green,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,RYR1,Green,2017-08-15 14:25:29,monoallelic_and_biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,SCN4A,Green,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,SEPN1,Green,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,SLC25A4,Green,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,SPEG,Green,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,STAC3,Green,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,STIM1,Green,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,TNNT1,Green,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,TPM2,Green,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,TPM3,Green,2017-08-15 14:25:29,monoallelic_and_biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,TTN,Green,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,VMA21,Green,2017-08-15 14:25:29,xlinked_biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,CASQ1,Amber,2017-08-15 14:25:29,"MONOALLELIC, autosomal or pseudoautosomal"
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,CCDC78,Amber,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,CNTN1,Amber,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,HACD1,Amber,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,KY,Amber,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,LAMP2,Amber,2017-08-15 14:25:29,xlinked_monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,MTMR14,Amber,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,MYBPC3,Amber,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,MYL1,Amber,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,MYPN,Amber,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,NEFL,Amber,2017-08-15 14:25:29,"MONOALLELIC, autosomal or pseudoautosomal"
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,VPS33B,Amber,2017-08-15 14:25:29,
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,ATP2A1,Red,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,BAG3,Red,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,CAV3,Red,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,CHCHD10,Red,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,COL9A3,Red,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,CPT2,Red,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,CRYAB,Red,2017-08-15 14:25:29,monoallelic_and_biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,DES,Red,2017-08-15 14:25:29,monoallelic_and_biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,DMPK,Red,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,DNAJB6,Red,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,DYSF,Red,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,ECEL1,Red,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,FAM111B,Red,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,FLNC,Red,2017-08-15 14:25:29,
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,GFER,Red,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,GNE,Red,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,HNRNPA1,Red,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,HRAS,Red,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,ISCU,Red,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,LDB3,Red,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,MATR3,Red,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,MT-TL1,Red,2017-08-15 14:25:29,mitochondrial
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,MYBPC1,Red,2017-08-15 14:25:29,monoallelic_and_biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,MYF6,Red,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,MYH14,Red,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,MYOT,Red,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,PIEZO2,Red,2017-08-15 14:25:29,monoallelic_and_biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,PNPLA2,Red,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,PUS1,Red,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,RBCK1,Red,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,SLC25A42,Red,2017-08-15 14:25:29,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,STIM2,Red,2017-08-15 14:25:29,
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,TIA1,Red,2017-08-15 14:25:29,monoallelic_and_biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,TNNI2,Red,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,TNNT3,Red,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,VCP,Red,2017-08-15 14:25:29,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.41,YARS2,Red,2017-08-15 14:25:29,biallelic
Congenital myaesthenia,553f94c2bb5a1616e5ed459c,1.4,AGRN,Green,2017-08-15 14:25:29,biallelic
