Panel Name,Panel ID,Version Number,Gene Name,Gene Status,Date Recorded,MOI
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.29,CTLA4,Green,2018-05-01 09:07:34,monoallelic_not_imprinted
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.29,BLNK,Green,2018-05-01 09:07:34,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.29,PIK3R1,Green,2018-05-01 09:07:34,monoallelic_and_more_severe_biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.29,EXTL3,Green,2018-05-01 09:07:34,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.29,IKZF1,Green,2018-05-01 09:07:34,monoallelic_not_imprinted
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.29,DNMT3B,Green,2018-05-01 09:07:34,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.29,BTK,Green,2018-05-01 09:07:34,xlinked_monoallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.29,PIK3CD,Green,2018-05-01 09:07:34,monoallelic_not_imprinted
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.29,CD19,Green,2018-05-01 09:07:34,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.29,AICDA,Green,2018-05-01 09:07:34,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.29,IGHM,Green,2018-05-01 09:07:34,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.29,TCN2,Green,2018-05-01 09:07:34,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.29,MYD88,Amber,2018-05-01 09:07:34,monoallelic_and_biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.29,TCF3,Amber,2018-05-01 09:07:34,monoallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.29,LAT,Amber,2018-05-01 09:07:34,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.29,PLCG2,Amber,2018-05-01 09:07:34,monoallelic_not_imprinted
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.29,TTC37,Amber,2018-05-01 09:07:34,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.29,UNG,Amber,2018-05-01 09:07:34,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.29,NFKB2,Amber,2018-05-01 09:07:34,monoallelic_not_imprinted
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.29,TNFRSF13B,Amber,2018-05-01 09:07:34,monoallelic_and_biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.29,ELF4,Red,2018-05-01 09:07:34,unknown
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.29,IGLL1,Red,2018-05-01 09:07:34,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.29,ICOS,Red,2018-05-01 09:07:34,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.29,CD79B,Red,2018-05-01 09:07:34,biallelic
A- or hypo-gammaglobulinaemia,553f9595bb5a1616e5ed45a8,1.29,LRRC8A,Red,2018-05-01 09:07:34,monoallelic_not_imprinted
