Panel Name,Panel ID,Version Number,Gene Name,Gene Status,Date Recorded,MOI
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,AP1S1,Green,2017-10-02 03:28:13,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,AP3B1,Green,2017-10-02 03:28:13,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,EPG5,Green,2017-10-02 03:28:13,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,LAMP2,Green,2017-10-02 03:28:13,xlinked_monoallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,LYST,Green,2017-10-02 03:28:13,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,MLPH,Green,2017-10-02 03:28:13,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,MYO5A,Green,2017-10-02 03:28:13,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,RAB27A,Green,2017-10-02 03:28:13,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,SIL1,Green,2017-10-02 03:28:13,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,SNAP29,Green,2017-10-02 03:28:13,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,VPS13B,Green,2017-10-02 03:28:13,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,CTDP1,Amber,2017-10-02 03:28:13,biallelic
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,AIP,Green,2017-10-02 03:28:13,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,CDC73,Green,2017-10-02 03:28:13,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,CDKN1B,Green,2017-10-02 03:28:13,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,MAX,Green,2017-10-02 03:28:13,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,MEN1,Green,2017-10-02 03:28:13,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,PRKAR1A,Green,2017-10-02 03:28:13,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,RET,Green,2017-10-02 03:28:13,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,SDHAF2,Green,2017-10-02 03:28:13,monoallelic
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,SDHB,Green,2017-10-02 03:28:13,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,SDHC,Green,2017-10-02 03:28:13,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,SDHD,Green,2017-10-02 03:28:13,monoallelic_maternally_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,TMEM127,Green,2017-10-02 03:28:13,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,TP53,Green,2017-10-02 03:28:13,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,VHL,Green,2017-10-02 03:28:13,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,NTRK1,Red,2017-10-02 03:28:13,monoallelic
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,PTEN,Red,2017-10-02 03:28:13,monoallelic_not_imprinted
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,ACTA1,Green,2017-10-02 03:28:13,monoallelic_and_biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,BIN1,Green,2017-10-02 03:28:13,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,CACNA1S,Green,2017-10-02 03:28:13,monoallelic_and_biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,CFL2,Green,2017-10-02 03:28:13,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,COL12A1,Green,2017-10-02 03:28:13,monoallelic_and_biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,COL6A1,Green,2017-10-02 03:28:13,monoallelic_and_biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,COL6A2,Green,2017-10-02 03:28:13,monoallelic_and_biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,COL6A3,Green,2017-10-02 03:28:13,monoallelic_and_biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,DNM2,Green,2017-10-02 03:28:13,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,EPG5,Green,2017-10-02 03:28:13,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,FKBP14,Green,2017-10-02 03:28:13,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,HTRA2,Green,2017-10-02 03:28:13,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,KBTBD13,Green,2017-10-02 03:28:13,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,KLHL40,Green,2017-10-02 03:28:13,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,KLHL41,Green,2017-10-02 03:28:13,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,LGI4,Green,2017-10-02 03:28:13,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,LMNA,Green,2017-10-02 03:28:13,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,LMOD3,Green,2017-10-02 03:28:13,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,MAP3K20*,Green,2017-10-02 03:28:13,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,MEGF10,Green,2017-10-02 03:28:13,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,MICU1,Green,2017-10-02 03:28:13,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,MTM1,Green,2017-10-02 03:28:13,xlinked_biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,MYH2,Green,2017-10-02 03:28:13,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,MYH3,Green,2017-10-02 03:28:13,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,MYH7,Green,2017-10-02 03:28:13,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,MYH8,Green,2017-10-02 03:28:13,monoallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,MYO18B,Green,2017-10-02 03:28:13,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,NEB,Green,2017-10-02 03:28:13,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.52,ORAI1,Green,2017-10-02 03:28:13,monoallelic
