Panel Name,Panel ID,Version Number,Gene Name,Gene Status,Date Recorded,MOI
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,AP1S1,Green,2017-08-21 21:57:42,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,AP3B1,Green,2017-08-21 21:57:42,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,EPG5,Green,2017-08-21 21:57:42,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,LAMP2,Green,2017-08-21 21:57:42,xlinked_monoallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,LYST,Green,2017-08-21 21:57:42,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,MLPH,Green,2017-08-21 21:57:42,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,MYO5A,Green,2017-08-21 21:57:42,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,RAB27A,Green,2017-08-21 21:57:42,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,SIL1,Green,2017-08-21 21:57:42,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,SNAP29,Green,2017-08-21 21:57:42,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,VPS13B,Green,2017-08-21 21:57:42,biallelic
Vici Syndrome and other autophagy disorders,553f94b3bb5a1616e5ed4593,1.0,CTDP1,Amber,2017-08-21 21:57:42,biallelic
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,AIP,Green,2017-08-21 21:57:42,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,CDC73,Green,2017-08-21 21:57:42,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,CDKN1B,Green,2017-08-21 21:57:42,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,MAX,Green,2017-08-21 21:57:42,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,MEN1,Green,2017-08-21 21:57:42,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,PRKAR1A,Green,2017-08-21 21:57:42,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,RET,Green,2017-08-21 21:57:42,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,SDHAF2,Green,2017-08-21 21:57:42,monoallelic
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,SDHB,Green,2017-08-21 21:57:42,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,SDHC,Green,2017-08-21 21:57:42,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,SDHD,Green,2017-08-21 21:57:42,monoallelic_maternally_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,TMEM127,Green,2017-08-21 21:57:42,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,TP53,Green,2017-08-21 21:57:42,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,VHL,Green,2017-08-21 21:57:42,monoallelic_not_imprinted
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,NTRK1,Red,2017-08-21 21:57:42,monoallelic
Multiple endocrine tumours,553f94b4bb5a1616e5ed4595,1.4,PTEN,Red,2017-08-21 21:57:42,monoallelic_not_imprinted
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.45,ACTA1,Green,2017-08-21 21:57:42,monoallelic_and_biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.45,BIN1,Green,2017-08-21 21:57:42,biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.45,CACNA1S,Green,2017-08-21 21:57:42,monoallelic_and_biallelic
Congenital myopathy,553f94b6bb5a1616e5ed459a,1.45,CFL2,Green,2017-08-21 21:57:42,biallelic
